product_id,product_name,brand,main_category,sub_category,activity,gender,color,material,closure,fit,price_inr,discount_pct,final_price_inr,rating,rating_count,popularity_score,cushioning,arch_support,breathability,durability,weight_g,heel_drop_mm,sole_type,surface,water_resistant,season,size_range,inventory_units,launch_month,trend_score,style_tag
SH0766,Woodland Move Canvas Shoes White,Woodland,Shoes,canvas shoes,Casual,Men,White,Leather,Lace-Up,Regular,6520,35,4238.0,3.6,52,46,Low,Low,Medium,High,663,10,Rubber,Court,No,All Season,6-10,103,10,64,fashion
SH0767,Reebok Air Gym Trainers Grey,Reebok,Shoes,gym trainers,Training,Women,Grey,Synthetic,Slip-On,Regular,4314,5,4098.3,3.9,87,70,High,High,Medium,Medium,425,0,EVA,All-Purpose,No,All Season,4-8,201,9,59,lightweight
SH0768,Bata Lite Walking Shoes Red,Bata,Shoes,walking shoes,Walking,Men,Red,Leather,Lace-Up,Wide,4220,5,4009.0,3.8,45,62,Medium,Medium,Low,Very High,698,10,Phylon,Road,No,Summer,6-9,115,10,72,retro
SH0769,Vans Air Skate Shoes White,Vans,Shoes,skate shoes,Skate,Girls,White,Mesh,Slip-On,Regular,7757,0,7757.0,3.4,152,100,Medium,Low,Medium,High,450,12,Phylon,All-Purpose,No,All Season,1-5,84,1,53,fashion
SH0770,Skechers Lite Race-Day Shoes Grey,Skechers,Shoes,race-day shoes,Running,Men,Grey,Synthetic,Velcro,Regular,8266,0,8266.0,4.5,101,100,Medium,Low,Medium,Very High,319,4,PU,Trail,No,Monsoon,7-11,29,2,41,rugged
SH0771,Vans Flex Street Sneakers Grey,Vans,Shoes,street sneakers,Lifestyle,Unisex,Grey,Suede,Velcro,Regular,4015,30,2810.5,4.3,106,100,Low,Low,Low,Very High,678,8,Phylon,Trail,No,All Season,7-11,35,10,79,premium
SH0772,Campus Edge Trail Running Shoes Navy,Campus,Shoes,trail running shoes,Running,Men,Navy,Rubberized knit,Velcro,Regular,2711,30,1897.7,3.5,123,82,Low,High,Low,High,555,4,Foam,Indoor,Yes,All Season,6-10,96,12,74,retro
SH0773,ASICS Edge Training Shoes Brown,ASICS,Shoes,training shoes,Training,Women,Brown,Synthetic,Elastic,Regular,6080,5,5776.0,4.2,34,100,Low,Medium,Low,Medium,413,10,Rubber,Indoor,No,Monsoon,5-9,107,1,85,premium
SH0774,Nike Lite Gym Trainers Black,Nike,Shoes,gym trainers,Training,Men,Black,PU,Velcro,Regular,5034,0,5034.0,3.9,183,100,Medium,Medium,Low,Very High,300,8,Foam,Indoor,No,Summer,6-9,158,11,58,sporty
SH0775,Bata Elite Walking Shoes Olive,Bata,Shoes,walking shoes,Walking,Men,Olive,Mesh,Slip-On,Wide,2439,35,1585.35,3.8,101,79,High,High,High,Medium,533,12,Rubber,Road,No,Monsoon,7-11,175,6,63,premium
SH0776,Vans Pro Retro Sneakers Black,Vans,Shoes,retro sneakers,Lifestyle,Men,Black,Rubberized knit,Buckle,Regular,5574,20,4459.2,4.5,98,99,Low,High,Medium,Medium,575,8,Foam,Court,Yes,All Season,8-12,13,1,52,premium
SH0777,Bata Pulse School Shoes Maroon,Bata,Shoes,school shoes,School,Girls,Maroon,PU,Velcro,Regular,2898,25,2173.5,4.1,161,100,Low,Medium,Medium,High,601,0,PU,All-Purpose,No,All Season,2-6,116,10,86,lightweight
SH0778,Converse Pulse Skate Shoes Pink,Converse,Shoes,skate shoes,Skate,Unisex,Pink,Mesh,Buckle,Regular,4385,20,3508.0,4.0,63,77,Medium,Medium,Medium,High,623,4,EVA,Indoor,No,All Season,6-10,87,1,78,retro
SH0779,Puma Air Trail Running Shoes Grey,Puma,Shoes,trail running shoes,Running,Women,Grey,Suede,Elastic,Regular,2885,30,2019.5,4.8,124,100,Medium,Medium,High,Very High,691,6,Foam,Road,No,All Season,4-7,93,11,66,premium
SH0780,Nike Flow Street Sneakers White,Nike,Shoes,street sneakers,Lifestyle,Boys,White,Mesh,Lace-Up,Wide,3947,35,2565.55,4.5,264,100,Medium,Medium,High,High,535,8,Rubber,Court,No,Summer,3-7,103,6,46,fashion
SH0781,Bata Prime School Shoes White,Bata,Shoes,school shoes,School,Unisex,White,Rubberized knit,Lace-Up,Slim,2779,35,1806.35,4.4,213,100,Medium,Medium,High,Very High,685,12,Foam,Road,No,Summer,5-9,5,5,64,fashion
SH0782,ASICS Edge Cross Trainers Grey,ASICS,Shoes,cross trainers,Training,Women,Grey,Synthetic,Buckle,Wide,8420,20,6736.0,4.1,108,100,Medium,High,Medium,Medium,419,8,Foam,Indoor,Yes,All Season,6-10,142,4,58,minimal
SH0783,Bata Pro Formal Loafers Navy,Bata,Shoes,formal loafers,Formal,Unisex,Navy,Synthetic,Slip-On,Regular,2809,20,2247.2,4.8,87,100,Medium,Medium,Medium,High,1065,12,TPU,Trail,Yes,Summer,7-11,91,11,84,fashion
SH0784,Skechers Flex Lifestyle Sneakers White,Skechers,Shoes,lifestyle sneakers,Lifestyle,Men,White,PU,Buckle,Regular,6295,30,4406.5,4.2,102,63,Medium,Medium,Medium,Medium,701,8,Phylon,Court,No,All Season,6-9,164,6,67,retro
SH0785,Bata Flex School Shoes Beige,Bata,Shoes,school shoes,School,Girls,Beige,Rubberized knit,Velcro,Wide,2223,20,1778.4,4.1,74,100,Medium,Medium,Medium,Very High,611,6,Rubber,Trail,No,All Season,1-5,97,6,100,premium
SH0786,Clarks Edge Canvas Shoes Pink,Clarks,Shoes,canvas shoes,Casual,Unisex,Pink,Leather,Elastic,Regular,5488,25,4116.0,4.2,63,53,Low,High,High,High,713,6,TPU,Indoor,No,All Season,7-11,215,5,77,minimal
SH0787,ASICS Move Tennis Shoes Beige,ASICS,Shoes,tennis shoes,Tennis,Women,Beige,PU,Lace-Up,Regular,8401,30,5880.7,3.7,70,100,Low,Medium,Medium,Very High,532,8,Foam,Indoor,No,All Season,5-9,56,4,19,rugged
SH0788,Puma Max Retro Sneakers Blue,Puma,Shoes,retro sneakers,Lifestyle,Boys,Blue,Knit,Slip-On,Regular,4335,10,3901.5,4.2,165,100,Low,Medium,Low,Medium,377,12,EVA,Road,No,All Season,1-5,135,3,86,sporty
SH0789,ASICS Prime Tennis Shoes Maroon,ASICS,Shoes,tennis shoes,Tennis,Boys,Maroon,Knit,Lace-Up,Slim,9122,5,8665.9,4.4,41,63,Medium,Medium,Medium,Very High,650,8,PU,Court,No,Monsoon,3-7,75,10,53,everyday
SH0790,Bata Flow School Shoes Olive,Bata,Shoes,school shoes,School,Girls,Olive,Mesh,Velcro,Regular,2303,35,1496.95,3.9,64,100,Low,Medium,High,Very High,546,8,PU,Indoor,No,All Season,1-5,120,10,61,fashion
SH0791,Campus Pro School Shoes Red,Campus,Shoes,school shoes,School,Girls,Red,Rubberized knit,Buckle,Regular,2752,5,2614.4,3.9,249,100,Medium,High,Low,High,433,4,PU,All-Purpose,No,Summer,2-6,110,3,100,retro
SH0792,Clarks Air Formal Loafers Maroon,Clarks,Shoes,formal loafers,Formal,Girls,Maroon,Mesh,Lace-Up,Regular,7392,30,5174.4,3.8,193,100,Low,Medium,Low,Very High,622,8,Foam,Road,No,Summer,3-7,220,11,87,retro
SH0793,Puma Prime Cross Trainers Tan,Puma,Shoes,cross trainers,Training,Men,Tan,Mesh,Lace-Up,Regular,4065,15,3455.25,3.6,413,100,High,Medium,Low,High,445,12,EVA,Court,No,All Season,6-9,90,12,88,everyday
SH0794,New Balance Pro Trail Running Shoes Red,New Balance,Shoes,trail running shoes,Running,Boys,Red,Mesh,Velcro,Regular,8132,40,4879.2,4.1,155,100,High,Medium,Medium,High,605,12,PU,Indoor,Yes,All Season,1-5,32,10,66,retro
SH0795,Fila Flex Gym Trainers Brown,Fila,Shoes,gym trainers,Training,Boys,Brown,PU,Slip-On,Slim,4009,35,2605.85,4.5,47,96,Medium,Medium,Low,High,522,10,Rubber,Road,No,All Season,2-6,82,3,78,everyday
SH0796,Adidas Prime Gym Trainers Tan,Adidas,Shoes,gym trainers,Training,Girls,Tan,Canvas,Buckle,Regular,6880,50,3440.0,4.6,161,100,Low,Medium,Low,Medium,445,8,PU,Court,Yes,All Season,3-7,60,5,64,fashion
SH0797,Skechers Pulse Walking Shoes Olive,Skechers,Shoes,walking shoes,Walking,Unisex,Olive,Mesh,Buckle,Regular,5043,25,3782.25,4.1,50,52,Max,Medium,Medium,High,403,8,Rubber,Road,No,All Season,7-11,79,5,68,rugged
SH0798,Skechers Prime Road Running Shoes Brown,Skechers,Shoes,road running shoes,Running,Unisex,Brown,Mesh,Lace-Up,Wide,5763,15,4898.55,4.9,203,100,Low,Medium,Medium,Very High,448,10,PU,Trail,No,All Season,7-11,143,8,86,rugged
SH0799,Adidas Flow Street Sneakers Navy,Adidas,Shoes,street sneakers,Lifestyle,Men,Navy,Mesh,Elastic,Regular,4558,0,4558.0,3.2,228,100,Low,Low,Medium,High,559,12,Phylon,Indoor,No,All Season,7-11,86,5,60,sporty
SH0800,Crocs Stride Casual Sneakers Grey,Crocs,Shoes,casual sneakers,Casual,Men,Grey,Mesh,Buckle,Regular,2988,50,1494.0,4.6,29,100,Medium,Medium,High,High,705,8,EVA,Court,No,Summer,7-11,103,4,67,fashion
SH0801,New Balance Pro Road Running Shoes Olive,New Balance,Shoes,road running shoes,Running,Boys,Olive,Synthetic,Slip-On,Wide,6973,30,4881.1,4.2,85,100,High,Medium,Low,High,336,10,Phylon,Trail,No,All Season,1-5,145,4,68,sporty
SH0802,Reebok Prime Comfort Walkers Red,Reebok,Shoes,comfort walkers,Walking,Boys,Red,Canvas,Slip-On,Regular,3705,5,3519.75,4.5,102,100,Medium,Medium,Low,Very High,523,10,TPU,All-Purpose,No,All Season,2-6,225,5,83,premium
SH0803,Reebok Flow Gym Trainers Pink,Reebok,Shoes,gym trainers,Training,Men,Pink,Rubberized knit,Velcro,Regular,3626,25,2719.5,3.3,88,83,Low,Medium,Medium,Very High,514,10,Rubber,Court,No,All Season,8-12,143,11,62,lightweight
SH0804,Puma Max Lifestyle Sneakers Tan,Puma,Shoes,lifestyle sneakers,Lifestyle,Men,Tan,Rubberized knit,Elastic,Regular,2206,20,1764.8,3.9,138,100,High,Medium,Medium,High,764,6,Phylon,All-Purpose,No,All Season,8-12,114,1,70,fashion
SH0805,New Balance Prime Lifestyle Sneakers White,New Balance,Shoes,lifestyle sneakers,Lifestyle,Boys,White,Knit,Buckle,Regular,5638,40,3382.8,4.3,59,100,Low,Low,High,Very High,466,10,Rubber,Court,No,All Season,3-7,129,4,70,retro
SH0806,ASICS Prime Tennis Shoes White,ASICS,Shoes,tennis shoes,Tennis,Men,White,Mesh,Lace-Up,Wide,9552,50,4776.0,4.9,49,98,Medium,Medium,Medium,Very High,582,8,Rubber,All-Purpose,No,All Season,7-11,133,10,79,lightweight
SH0807,Adidas Pro Road Running Shoes Grey,Adidas,Shoes,road running shoes,Running,Men,Grey,Mesh,Lace-Up,Regular,1800,25,1350.0,4.7,169,100,High,Medium,Medium,Medium,712,12,Phylon,Indoor,No,All Season,8-12,83,2,93,everyday
SH0808,Adidas Lite Training Shoes Maroon,Adidas,Shoes,training shoes,Training,Men,Maroon,Knit,Elastic,Regular,7309,15,6212.65,4.1,105,100,Medium,Medium,High,High,443,10,EVA,All-Purpose,No,Summer,6-10,187,10,49,retro
SH0809,Nike Edge Cross Trainers Black,Nike,Shoes,cross trainers,Training,Unisex,Black,Synthetic,Buckle,Wide,7833,30,5483.1,4.2,261,100,Low,High,Low,High,568,0,TPU,Indoor,No,All Season,5-9,116,11,48,everyday
SH0810,Nike Prime Retro Sneakers White,Nike,Shoes,retro sneakers,Lifestyle,Men,White,Suede,Slip-On,Wide,3271,15,2780.35,4.0,36,98,Low,Medium,Low,Medium,810,8,PU,Court,No,Monsoon,6-9,162,6,33,minimal
SH0811,Skechers Pulse Slip-On Walkers Brown,Skechers,Shoes,slip-on walkers,Walking,Women,Brown,Synthetic,Elastic,Regular,9306,20,7444.8,4.2,63,100,Medium,Medium,Medium,Medium,469,4,Phylon,Court,No,All Season,4-8,40,11,65,lightweight
SH0812,Skechers Air Race-Day Shoes Blue,Skechers,Shoes,race-day shoes,Running,Women,Blue,Synthetic,Lace-Up,Regular,7757,35,5042.05,4.3,70,82,High,Low,Medium,Medium,480,8,PU,Trail,No,All Season,6-10,99,9,46,fashion
SH0813,Hush Puppies Air Walking Shoes Beige,Hush Puppies,Shoes,walking shoes,Walking,Unisex,Beige,Leather,Slip-On,Wide,4175,15,3548.75,3.7,239,100,High,Medium,Medium,Very High,607,10,EVA,Court,Yes,All Season,5-9,43,10,61,retro
SH0814,Bata Lite School Shoes Beige,Bata,Shoes,school shoes,School,Girls,Beige,Leather,Slip-On,Regular,1369,30,958.3,4.3,47,100,Low,Low,High,High,470,12,EVA,Trail,No,All Season,1-5,151,12,57,fashion
SH0815,Adidas Flow Street Sneakers Tan,Adidas,Shoes,street sneakers,Lifestyle,Men,Tan,PU,Lace-Up,Regular,5488,30,3841.6,4.4,97,100,Medium,Low,Medium,Medium,608,10,Phylon,Trail,No,All Season,8-12,123,2,54,minimal
SH0816,Skechers Air Slip-On Walkers Navy,Skechers,Shoes,slip-on walkers,Walking,Men,Navy,Knit,Buckle,Wide,2431,5,2309.45,4.5,122,100,Medium,High,High,Very High,423,8,Foam,Court,No,All Season,6-9,233,3,66,fashion
SH0817,Puma Flow Trail Running Shoes Olive,Puma,Shoes,trail running shoes,Running,Men,Olive,Rubberized knit,Velcro,Regular,5753,10,5177.7,4.3,131,100,Low,High,High,High,629,12,Foam,Road,No,All Season,7-11,147,2,60,lightweight
SH0818,ASICS Flex Tennis Shoes Grey,ASICS,Shoes,tennis shoes,Tennis,Unisex,Grey,Rubberized knit,Buckle,Regular,4001,0,4001.0,4.0,332,100,Medium,Low,Low,Medium,504,12,Phylon,All-Purpose,No,All Season,7-11,83,11,56,sporty
SH0819,Converse Flex Skate Shoes Grey,Converse,Shoes,skate shoes,Skate,Unisex,Grey,PU,Slip-On,Slim,2076,25,1557.0,4.1,109,100,Medium,Medium,Medium,High,772,6,Rubber,All-Purpose,No,All Season,7-11,111,12,65,premium
SH0820,New Balance Stride Trail Running Shoes Red,New Balance,Shoes,trail running shoes,Running,Men,Red,PU,Lace-Up,Regular,6968,25,5226.0,4.0,81,100,High,High,Low,High,570,6,TPU,All-Purpose,No,Summer,8-12,204,5,53,retro
SH0821,ASICS Stride Tennis Shoes Navy,ASICS,Shoes,tennis shoes,Tennis,Women,Navy,Synthetic,Lace-Up,Regular,8769,50,4384.5,3.9,100,75,Low,Medium,Low,High,513,12,Foam,Indoor,No,All Season,5-9,13,9,71,fashion
SH0822,Reebok Air Gym Trainers Pink,Reebok,Shoes,gym trainers,Training,Girls,Pink,Rubberized knit,Velcro,Regular,4482,5,4257.9,4.2,50,92,Low,Low,Low,High,311,8,Rubber,Trail,No,All Season,1-5,46,7,90,sporty
SH0823,Campus Flex Comfort Walkers Blue,Campus,Shoes,comfort walkers,Walking,Men,Blue,Rubberized knit,Velcro,Regular,1997,5,1897.15,3.8,148,100,Medium,Medium,Medium,Very High,603,12,PU,Court,No,Monsoon,6-10,88,7,80,premium
SH0824,Adidas Flow Street Sneakers Pink,Adidas,Shoes,street sneakers,Lifestyle,Girls,Pink,Leather,Slip-On,Regular,6561,25,4920.75,3.9,37,85,Low,Medium,Low,Medium,550,4,Rubber,Road,No,Monsoon,2-6,100,2,76,retro
SH0825,Mochi Max Wedges Black,Mochi,Shoes,wedges,Heels,Women,Black,Mesh,Slip-On,Slim,3704,35,2407.6,3.6,373,100,Medium,Low,Medium,High,596,8,Phylon,Indoor,No,Monsoon,6-10,161,10,49,rugged
SH0826,Nike Pro Basketball Shoes Tan,Nike,Shoes,basketball shoes,Basketball,Girls,Tan,Mesh,Buckle,Slim,3832,15,3257.2,4.4,77,100,High,Medium,Medium,Very High,477,0,Phylon,Road,No,All Season,2-6,161,2,42,retro
SH0827,Puma Prime Street Sneakers Red,Puma,Shoes,street sneakers,Lifestyle,Men,Red,PU,Lace-Up,Regular,5114,5,4858.3,4.9,90,100,High,Low,Low,Medium,440,8,EVA,Trail,Yes,All Season,6-10,113,2,99,fashion
SH0828,Liberty Elite Derbies Beige,Liberty,Shoes,derbies,Formal,Boys,Beige,PU,Buckle,Regular,2409,5,2288.55,3.6,17,76,Medium,Low,Low,High,669,8,PU,Indoor,Yes,All Season,3-7,128,7,59,lightweight
SH0829,Nike Pro Street Sneakers Red,Nike,Shoes,street sneakers,Lifestyle,Women,Red,Mesh,Slip-On,Wide,11500,35,7475.0,4.1,142,100,Medium,Medium,Low,Very High,510,6,Foam,Road,No,All Season,4-7,137,4,60,everyday
SH0830,ASICS Elite Trail Running Shoes Grey,ASICS,Shoes,trail running shoes,Running,Women,Grey,Mesh,Velcro,Wide,11855,5,11262.25,4.6,109,74,Low,Medium,Medium,High,424,6,PU,Court,No,All Season,5-9,98,11,100,lightweight
SH0831,Puma Flex Trail Running Shoes White,Puma,Shoes,trail running shoes,Running,Women,White,Mesh,Lace-Up,Regular,6074,40,3644.4,4.7,115,100,High,High,High,Medium,351,12,EVA,Road,No,All Season,4-7,5,3,77,lightweight
SH0832,ASICS Edge Race-Day Shoes Red,ASICS,Shoes,race-day shoes,Running,Girls,Red,PU,Velcro,Wide,8364,20,6691.2,3.8,82,97,Max,Medium,Medium,Very High,591,10,PU,Trail,No,Winter,2-6,136,10,44,minimal
SH0833,Nike Move Gym Trainers Navy,Nike,Shoes,gym trainers,Training,Unisex,Navy,PU,Slip-On,Regular,4900,10,4410.0,3.6,92,97,Medium,Low,Low,Very High,525,4,Foam,Court,No,All Season,5-9,129,4,89,rugged
SH0834,Adidas Edge Cross Trainers White,Adidas,Shoes,cross trainers,Training,Girls,White,Canvas,Elastic,Slim,5483,30,3838.1,3.8,176,100,Medium,Medium,High,Very High,647,8,Phylon,Trail,No,Monsoon,2-6,94,9,30,premium
SH0835,Reebok Elite Walking Shoes Blue,Reebok,Shoes,walking shoes,Walking,Unisex,Blue,Synthetic,Buckle,Regular,2686,50,1343.0,4.0,127,92,Medium,Medium,Low,High,653,12,Phylon,All-Purpose,Yes,All Season,5-9,30,12,26,premium
SH0836,Bata Prime Comfort Walkers Olive,Bata,Shoes,comfort walkers,Walking,Girls,Olive,Rubberized knit,Buckle,Wide,2460,20,1968.0,5.0,49,88,High,Medium,High,High,442,10,Rubber,Trail,Yes,All Season,2-6,86,3,69,premium
SH0837,Bata Stride School Shoes Black,Bata,Shoes,school shoes,School,Unisex,Black,Knit,Velcro,Regular,3315,5,3149.25,3.9,37,47,Max,Medium,High,Very High,613,12,PU,Court,No,Summer,7-11,5,12,55,fashion
SH0838,Adidas Prime Road Running Shoes Grey,Adidas,Shoes,road running shoes,Running,Men,Grey,Rubberized knit,Velcro,Wide,4700,10,4230.0,4.6,235,100,High,Medium,Low,Very High,525,6,Rubber,Road,No,Monsoon,8-12,12,3,54,everyday
SH0839,Crocs Air Slip-On Walkers Black,Crocs,Shoes,slip-on walkers,Walking,Women,Black,Canvas,Lace-Up,Regular,2332,5,2215.4,4.0,62,85,High,Medium,High,High,495,6,Phylon,All-Purpose,No,Monsoon,4-8,81,11,68,rugged
SH0840,Skechers Edge Street Sneakers Red,Skechers,Shoes,street sneakers,Lifestyle,Men,Red,Leather,Elastic,Regular,4254,15,3615.9,4.6,50,67,High,Medium,High,Medium,688,12,EVA,Trail,No,All Season,7-11,142,10,50,lightweight
SH0841,Bata Edge Oxfords Black,Bata,Shoes,oxfords,Formal,Women,Black,Synthetic,Slip-On,Regular,966,0,966.0,4.7,159,100,High,High,Low,Very High,560,10,Rubber,Trail,No,Monsoon,4-8,31,9,95,fashion
SH0842,Reebok Edge Trail Running Shoes Black,Reebok,Shoes,trail running shoes,Running,Men,Black,Synthetic,Buckle,Regular,3338,15,2837.3,3.4,77,83,Medium,Medium,Medium,Very High,350,8,Rubber,Road,No,All Season,6-10,162,3,39,premium
SH0843,Nike Elite Gym Trainers Brown,Nike,Shoes,gym trainers,Training,Men,Brown,Canvas,Velcro,Wide,6813,35,4428.45,4.6,33,100,Medium,Medium,High,Medium,596,8,Foam,Road,No,All Season,6-9,122,11,84,premium
SH0844,Adidas Flow Turf Shoes Maroon,Adidas,Shoes,turf shoes,Football,Girls,Maroon,Mesh,Elastic,Regular,1800,40,1080.0,4.1,208,100,Medium,Low,Medium,Very High,280,6,Foam,Road,No,Summer,3-7,96,6,61,premium
SH0845,Puma Max Trail Running Shoes Black,Puma,Shoes,trail running shoes,Running,Girls,Black,PU,Slip-On,Regular,6812,15,5790.2,3.9,141,100,High,Medium,Medium,High,432,10,Phylon,Indoor,Yes,Winter,2-6,195,11,72,premium
SH0846,Skechers Edge Street Sneakers Red,Skechers,Shoes,street sneakers,Lifestyle,Boys,Red,Suede,Velcro,Wide,4279,35,2781.35,4.5,26,100,Medium,Low,Low,High,579,8,Foam,Trail,No,All Season,2-6,54,2,87,lightweight
SH0847,Adidas Edge Turf Shoes Black,Adidas,Shoes,turf shoes,Football,Men,Black,Synthetic,Lace-Up,Regular,6941,30,4858.7,4.2,29,68,High,High,High,High,791,8,Foam,Trail,Yes,All Season,6-9,160,10,67,sporty
SH0848,Adidas Edge Football Boots Red,Adidas,Shoes,football boots,Football,Women,Red,Mesh,Velcro,Slim,6525,25,4893.75,3.9,56,91,Medium,Low,Medium,Medium,613,6,Rubber,All-Purpose,No,All Season,6-10,5,3,95,lightweight
SH0849,Converse Air Casual Sneakers Black,Converse,Shoes,casual sneakers,Casual,Unisex,Black,Synthetic,Buckle,Regular,5709,25,4281.75,3.6,237,100,Medium,Low,High,High,650,4,Foam,All-Purpose,Yes,All Season,5-9,40,3,78,fashion
SH0850,Skechers Pro Retro Sneakers Olive,Skechers,Shoes,retro sneakers,Lifestyle,Men,Olive,Knit,Slip-On,Regular,3303,20,2642.4,4.4,178,100,High,Medium,High,Medium,470,6,Foam,Road,No,All Season,7-11,189,8,34,everyday
SH0851,Under Armour Pro Cross Trainers Pink,Under Armour,Shoes,cross trainers,Training,Girls,Pink,Mesh,Elastic,Regular,8180,20,6544.0,4.2,60,100,Medium,Medium,Low,Very High,464,8,Rubber,Court,No,All Season,1-5,151,5,80,retro
SH0852,Liberty Flow Formal Loafers Navy,Liberty,Shoes,formal loafers,Formal,Women,Navy,PU,Buckle,Regular,2726,35,1771.9,4.0,418,100,High,Medium,Medium,Very High,476,10,Rubber,All-Purpose,Yes,All Season,5-9,246,8,65,minimal
SH0853,Adidas Prime Race-Day Shoes Beige,Adidas,Shoes,race-day shoes,Running,Men,Beige,Canvas,Lace-Up,Slim,8149,0,8149.0,4.2,180,100,Medium,Medium,High,Very High,712,6,EVA,Court,No,All Season,7-11,140,3,54,lightweight
SH0854,Mochi Stride Formal Loafers Beige,Mochi,Shoes,formal loafers,Formal,Unisex,Beige,Suede,Slip-On,Slim,3500,10,3150.0,4.4,22,95,Low,Medium,High,High,814,4,Phylon,Court,No,All Season,5-9,81,8,94,retro
SH0855,Mochi Prime Block Heels Blue,Mochi,Shoes,block heels,Heels,Women,Blue,PU,Buckle,Regular,3731,20,2984.8,4.4,49,100,High,Medium,Medium,High,750,12,Rubber,All-Purpose,No,All Season,4-8,239,1,72,premium
SH0856,New Balance Air Comfort Walkers White,New Balance,Shoes,comfort walkers,Walking,Women,White,PU,Slip-On,Wide,6050,35,3932.5,3.9,102,100,Medium,Low,Low,Medium,486,6,Phylon,Court,No,All Season,4-7,96,11,74,fashion
SH0857,Under Armour Prime Basketball Shoes Red,Under Armour,Shoes,basketball shoes,Basketball,Girls,Red,Synthetic,Velcro,Slim,5988,10,5389.2,4.4,182,100,Medium,Low,Medium,Medium,616,10,Foam,Road,No,Winter,1-5,189,12,43,retro
SH0858,Red Tape Stride Derbies Blue,Red Tape,Shoes,derbies,Formal,Girls,Blue,Synthetic,Buckle,Wide,2326,20,1860.8,3.8,63,71,Medium,Medium,Medium,Very High,768,6,Foam,Trail,Yes,Winter,1-5,87,6,61,fashion
SH0859,Mochi Flow Formal Loafers Tan,Mochi,Shoes,formal loafers,Formal,Boys,Tan,PU,Lace-Up,Regular,3243,20,2594.4,3.6,220,100,Medium,Medium,Low,Very High,683,6,EVA,Indoor,Yes,All Season,1-5,116,2,73,lightweight
SH0860,Nike Flex Road Running Shoes Navy,Nike,Shoes,road running shoes,Running,Unisex,Navy,Leather,Lace-Up,Regular,8086,15,6873.1,4.4,54,100,Medium,Medium,Medium,Very High,690,10,EVA,Court,No,All Season,7-11,131,10,62,minimal
SH0861,Under Armour Lite Road Running Shoes Maroon,Under Armour,Shoes,road running shoes,Running,Women,Maroon,Knit,Lace-Up,Regular,8520,30,5964.0,4.3,569,100,Max,Medium,Medium,Medium,573,12,TPU,All-Purpose,No,All Season,4-8,100,8,67,lightweight
SH0862,New Balance Edge Road Running Shoes Navy,New Balance,Shoes,road running shoes,Running,Men,Navy,Synthetic,Slip-On,Regular,4402,5,4181.9,3.5,65,53,Low,High,Medium,Medium,478,8,TPU,Indoor,No,All Season,6-9,94,10,74,rugged
SH0863,Skechers Prime Street Sneakers White,Skechers,Shoes,street sneakers,Lifestyle,Women,White,Mesh,Buckle,Wide,3479,30,2435.3,4.2,181,100,Low,Medium,High,Medium,674,8,PU,Court,No,All Season,4-7,169,9,79,sporty
SH0864,Skechers Pro Lifestyle Sneakers Pink,Skechers,Shoes,lifestyle sneakers,Lifestyle,Girls,Pink,Synthetic,Velcro,Regular,7447,30,5212.9,5.0,77,100,Medium,Medium,Low,Medium,743,8,EVA,Road,Yes,All Season,3-7,95,3,65,sporty
SH0865,Nike Edge Trail Running Shoes Brown,Nike,Shoes,trail running shoes,Running,Women,Brown,Knit,Velcro,Regular,3635,25,2726.25,3.9,260,100,Medium,High,Medium,Very High,510,6,Phylon,Trail,Yes,All Season,4-7,98,8,80,lightweight
SH0866,Bata Edge Walking Shoes Grey,Bata,Shoes,walking shoes,Walking,Women,Grey,Leather,Velcro,Regular,4147,10,3732.3,4.2,203,100,Max,Medium,Low,Medium,581,0,Foam,Court,No,All Season,4-7,155,10,65,everyday
SH0867,ASICS Flex Race-Day Shoes Blue,ASICS,Shoes,race-day shoes,Running,Women,Blue,Mesh,Buckle,Regular,7213,10,6491.7,5.0,112,100,Medium,Medium,Medium,Very High,604,8,TPU,All-Purpose,No,All Season,6-10,69,4,84,everyday
SH0868,Liberty Elite Formal Loafers Blue,Liberty,Shoes,formal loafers,Formal,Boys,Blue,Synthetic,Slip-On,Wide,2039,30,1427.3,4.4,34,94,Medium,Medium,Low,High,566,10,Phylon,Road,No,Monsoon,3-7,147,5,95,rugged
SH0869,Liberty Edge Oxfords Grey,Liberty,Shoes,oxfords,Formal,Unisex,Grey,PU,Slip-On,Regular,1551,25,1163.25,3.9,39,100,Medium,Low,High,Very High,927,6,PU,Road,Yes,All Season,7-11,212,9,70,retro
SH0870,New Balance Pulse Race-Day Shoes Olive,New Balance,Shoes,race-day shoes,Running,Unisex,Olive,Canvas,Elastic,Regular,7601,20,6080.8,4.2,78,96,Max,Low,Medium,Very High,598,10,TPU,Trail,No,Summer,7-11,27,1,69,minimal
SH0871,Reebok Pro Race-Day Shoes Brown,Reebok,Shoes,race-day shoes,Running,Unisex,Brown,Leather,Buckle,Wide,5234,35,3402.1,4.2,88,88,Low,High,Low,Medium,424,12,PU,All-Purpose,No,All Season,5-9,124,10,78,retro
SH0872,Mochi Elite Casual Sneakers White,Mochi,Shoes,casual sneakers,Casual,Men,White,Knit,Buckle,Regular,3509,25,2631.75,4.3,60,86,Medium,Medium,High,Medium,691,8,Foam,Court,No,All Season,6-10,133,2,44,minimal
